Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
DET,7.951,J.Goff,1.0,0.0,9.617,6.35,-0.275,7.514,-1.408,1.13
BAL,6.809,L.Jackson,0.969,0.142,8.568,5.198,1.283,8.967,-0.278,-1.763
KC,5.738,P.Mahomes,0.986,0.124,6.002,5.262,0.475,5.055,0.181,0.741
PHI,5.35,J.Hurts,0.995,0.017,7.592,3.462,-1.522,6.335,-2.648,-0.011
BUF,4.537,J.Allen,1.0,0.0,6.453,2.925,-0.105,8.411,1.038,-0.671
SF,4.446,B.Purdy,0.9,0.57,6.456,2.77,0.632,7.202,-1.109,-2.243
MIN,3.598,J.McCarthy,0.0,-1.832,4.44,2.809,-0.835,1.613,-3.403,0.819
PIT,3.427,A.Rodgers,0.0,1.393,7.284,0.464,-1.578,2.306,-3.949,2.337
WAS,2.451,M.Mariota,0.059,-0.689,0.185,3.971,-1.61,2.53,1.151,0.414
GB,2.3,J.Love,0.87,0.49,5.229,0.065,1.228,5.377,1.158,-0.707
LAC,2.207,J.Herbert,0.944,0.233,5.136,-0.023,-0.178,0.731,-2.914,1.637
DEN,1.784,B.Nix,0.769,0.118,1.956,1.571,-0.657,-0.731,-2.692,0.633
TB,1.02,B.Mayfield,0.964,-0.054,1.991,0.267,0.022,3.474,2.573,1.363
HOU,0.686,C.Stroud,0.939,0.256,1.726,-0.101,-1.441,-1.522,-3.969,0.665
LA,0.087,M.Stafford,0.956,0.146,-0.552,0.546,1.107,2.319,2.51,-1.487
MIA,-0.106,T.Tagovailoa,0.776,1.094,-0.606,0.26,-1.293,2.424,1.188,-0.708
CIN,-0.6,J.Burrow,0.906,0.114,-0.601,-0.569,0.607,5.097,6.106,-0.147
SEA,-0.771,S.Darnold,0.0,-0.926,-1.683,-0.073,0.311,-0.994,1.152,0.126
DAL,-0.805,D.Prescott,0.657,1.552,-1.909,0.035,0.857,-0.14,3.276,0.579
ATL,-1.464,K.Cousins,0.771,0.537,-2.933,-0.328,0.81,2.998,4.147,-2.498
ARI,-1.51,J.Brissett,0.0,-0.53,-2.144,-0.977,1.566,0.882,3.388,-0.82
NYJ,-2.354,B.Cook,0.0,-1.978,-4.829,-0.445,-0.107,-4.931,0.156,0.335
NO,-2.4,T.Shough,0.0,-1.721,-3.954,-1.155,-1.748,-1.863,1.237,0.703
LV,-3.931,G.Smith,0.0,1.578,-5.939,-2.282,1.551,-4.952,2.573,0.291
JAX,-3.942,T.Lawrence,0.711,0.299,-5.471,-2.639,0.65,-1.488,4.788,0.116
IND,-3.985,P.Rivers,0.0,-1.197,-4.925,-3.106,0.084,-4.052,0.808,-0.098
CLE,-4.218,S.Sanders,0.0,-0.838,-6.326,-2.483,0.922,-7.008,0.021,-0.083
CHI,-4.37,C.Williams,0.774,-0.053,-5.12,-3.611,0.538,-3.366,2.262,-0.044
NE,-4.707,D.Maye,0.452,0.412,-5.854,-3.643,-1.417,-2.557,3.301,0.97
TEN,-5.848,C.Ward,0.0,-0.332,-5.993,-5.454,0.351,-5.266,-0.04,-1.335
NYG,-6.935,J.Dart,0.0,-1.047,-9.24,-4.922,-0.033,-6.529,2.933,-0.118
CAR,-7.396,B.Young,0.684,-0.693,-9.664,-5.386,-0.279,-3.972,5.395,-0.104
