Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,7.586,P.Mahomes,0.939,0.435,10.619,5.013,1.739,11.54,2.153,-0.22
BAL,7.565,C.Rush,0.0,-5.311,6.472,7.981,-0.376,1.077,-3.259,2.771
NO,5.839,S.Rattler,0.0,-4.435,3.793,7.032,0.635,1.443,-0.126,2.141
GB,4.21,J.Love,0.0,-4.028,5.675,2.941,-0.863,5.31,-0.216,0.932
PIT,3.988,A.Rodgers,0.0,1.63,6.539,1.943,-1.779,2.699,-5.269,0.054
TB,3.707,B.Mayfield,0.0,-1.699,3.664,3.555,-0.341,1.523,-3.851,-1.272
BUF,3.678,J.Allen,0.882,0.036,5.226,2.374,-1.564,5.299,-0.758,0.581
LA,3.534,M.Stafford,0.0,-1.311,4.144,2.917,-2.341,4.582,-3.217,-1.648
NE,3.384,D.Maye,0.0,-2.526,2.742,3.68,0.838,0.778,-1.406,-0.099
IND,2.248,D.Jones,0.0,-2.514,0.456,3.435,-2.361,-0.652,-2.586,0.619
SF,1.532,M.Jones,0.0,-2.974,0.519,2.189,-1.737,0.601,-1.542,-0.168
TEN,1.13,C.Ward,0.0,-2.033,0.583,1.469,0.498,3.907,3.191,-0.558
SEA,0.777,S.Darnold,0.0,-3.731,0.457,0.969,0.392,2.482,3.05,0.723
CLE,0.164,D.Gabriel,0.0,-1.927,1.322,-0.682,-0.404,4.931,1.718,-0.968
MIN,-0.356,C.Wentz,0.0,0.775,2.657,-2.52,1.714,3.139,-0.203,-1.987
DAL,-1.437,D.Prescott,1.0,0.0,-4.008,0.496,-1.254,4.673,6.582,-1.763
LAC,-1.559,J.Herbert,0.448,-0.516,-2.608,-0.723,2.438,-0.159,1.575,-2.892
CAR,-1.682,B.Young,0.0,-1.274,-2.599,-0.935,0.265,0.775,2.959,-0.818
LV,-1.814,G.Smith,0.0,-4.894,-5.075,0.637,2.911,1.103,7.961,-0.723
ARI,-2.361,J.Brissett,0.0,-0.88,-2.668,-2.022,-2.239,0.98,2.674,0.911
HOU,-2.603,C.Stroud,0.0,-3.633,-5.017,-0.725,2.692,-1.291,6.943,1.274
MIA,-2.756,T.Tagovailoa,0.0,-2.701,-5.69,-0.495,0.219,-0.828,5.988,0.872
CHI,-2.827,C.Williams,0.0,-1.423,-4.726,-1.312,-0.988,-4.711,-2.159,-1.25
DEN,-2.839,B.Nix,0.0,-0.398,-2.254,-3.122,0.677,-4.171,0.735,2.059
CIN,-4.591,J.Flacco,0.0,-0.178,-7.783,-2.051,0.617,-4.326,5.267,1.125
PHI,-4.993,J.Hurts,0.0,-2.931,-10.278,-0.918,-1.748,-5.522,3.271,0.017
ATL,-5.573,M.Penix,0.0,-3.527,-7.385,-3.985,1.291,-1.437,6.725,-0.327
DET,-5.892,J.Goff,0.0,2.172,-3.904,-7.04,1.633,1.67,8.356,0.843
NYG,-5.964,J.Dart,0.0,-0.229,-9.039,-3.441,-0.696,-5.401,5.208,2.107
WAS,-8.28,J.Daniels,0.0,0.217,-11.748,-5.358,0.269,-7.726,3.839,-0.642
JAX,-8.398,T.Lawrence,0.0,-1.315,-10.941,-6.141,-0.794,-0.31,9.94,-0.474
NYJ,-9.509,J.Fields,0.0,0.093,-12.173,-7.108,0.592,-6.414,5.399,-0.945
