Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,9.165,P.Mahomes,1.0,0.0,10.994,7.387,-1.022,9.511,-3.061,-0.471
BAL,7.331,T.Huntley,0.155,-3.164,4.955,8.688,0.058,-0.723,-5.557,0.383
PHI,6.746,J.Hurts,0.949,0.105,9.131,4.684,-1.006,6.783,-3.252,0.149
BUF,6.117,J.Allen,0.997,0.008,6.955,5.207,-0.742,7.002,-1.044,0.005
SF,6.065,M.Jones,0.0,-3.051,5.347,6.285,-0.911,4.464,-2.892,-0.841
MIA,4.34,T.Tagovailoa,0.863,0.428,4.624,3.919,-0.202,7.458,1.812,-0.815
DAL,3.877,D.Prescott,0.915,0.278,4.806,3.012,-0.76,2.336,-2.941,0.328
DET,2.777,J.Goff,0.988,0.032,4.969,1.053,-0.47,4.12,-0.755,0.716
CLE,2.442,D.Gabriel,0.0,-0.978,1.286,3.157,1.651,-7.68,-5.014,2.092
JAX,1.731,T.Lawrence,1.0,0.0,1.168,2.053,0.3,-0.673,-1.487,0.003
CIN,1.561,J.Flacco,0.0,-3.385,0.357,2.355,1.389,-2.314,-1.622,-0.065
SEA,1.17,S.Darnold,0.0,-2.524,-1.226,2.848,-1.299,-0.769,0.354,0.99
PIT,0.487,A.Rodgers,0.0,4.025,3.905,-2.011,1.474,0.747,-1.192,0.169
NO,0.086,S.Rattler,0.0,-1.752,-2.202,1.739,-2.123,-4.08,-4.712,-0.502
LA,-0.052,M.Stafford,0.827,0.413,0.53,-0.471,0.87,2.86,0.934,-2.096
LAC,-0.263,J.Herbert,1.0,-0.0,0.597,-0.873,0.899,3.558,2.944,-0.778
NYJ,-0.612,J.Fields,0.0,1.629,-0.096,-0.956,2.497,-4.565,-0.394,1.849
WAS,-2.075,M.Mariota,0.0,2.499,-2.194,-1.885,-1.171,-0.821,-0.161,-0.99
TEN,-2.265,C.Ward,0.0,-2.48,-4.495,-0.538,1.188,-4.295,1.711,0.494
NE,-2.312,D.Maye,0.0,-1.228,-2.98,-1.714,1.782,-4.248,0.085,-0.559
IND,-2.358,D.Jones,0.0,0.216,-2.976,-1.794,0.311,-4.226,-1.918,-0.585
ATL,-2.377,K.Cousins,0.0,2.341,-2.644,-2.066,-1.873,-0.503,0.151,-0.364
TB,-3.203,B.Mayfield,0.559,-0.916,-3.949,-2.503,0.129,-3.473,-0.329,-0.962
CHI,-3.619,C.Williams,0.0,-0.141,-5.115,-2.357,-1.183,0.257,5.411,0.909
MIN,-3.635,C.Wentz,0.0,-2.797,-5.019,-2.453,0.795,-4.039,1.327,-0.502
GB,-4.391,J.Love,0.581,-1.192,-4.474,-4.114,-1.603,-0.594,2.262,-0.555
NYG,-4.577,J.Dart,0.0,-1.081,-6.714,-2.804,1.485,-4.957,3.064,-0.215
LV,-4.763,G.Smith,0.0,-0.545,-5.365,-4.091,-0.823,-2.593,3.036,0.954
HOU,-4.861,C.Stroud,0.576,1.307,-2.896,-6.044,-0.016,-4.052,2.215,3.041
ARI,-5.913,J.Brissett,0.0,1.878,-4.868,-6.377,0.85,-1.196,4.454,0.042
CAR,-6.198,A.Dalton,0.095,1.911,-6.499,-5.672,0.121,-3.341,3.325,0.131
DEN,-8.741,B.Nix,0.0,-1.815,-10.332,-7.156,0.025,-4.23,4.978,-1.122
