Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
BAL,9.48,L.Jackson,0.99,0.048,11.772,7.349,0.792,10.191,-2.453,-1.12,5,4.35,3.3,9,4,Jackson,5.130000000000001,5.130000000000001
DET,7.205,J.Goff,1.0,0.0,8.181,6.141,0.122,8.547,1.622,1.051,8,3.74,4.04,7,-1,Goff,3.465,3.465
PHI,6.369,J.Hurts,0.855,0.52,10.404,3.132,0.05,5.988,-4.663,-0.262,3,5.49,4.41,4,1,Hurts,0.8789999999999996,0.8789999999999996
BUF,4.869,J.Allen,0.947,0.293,7.358,2.826,0.444,8.872,1.497,-0.089,4,4.98,5.09,3,-1,Allen,-0.11100000000000065,0.11100000000000065
WAS,4.094,J.Daniels,0.783,0.91,4.916,3.297,0.283,6.441,2.273,0.647,24,-2.85,-3.58,24,0,Mariota,6.944000000000001,6.944000000000001
KC,4.021,P.Mahomes,0.94,0.34,5.541,2.721,1.202,4.466,0.319,0.784,18,-0.19,4.31,6,-12,Minshew,4.211,4.211
TB,2.685,B.Mayfield,1.0,0.0,3.646,1.856,-0.652,6.101,2.127,0.475,22,-1.55,-1.43,22,0,Mayfield,4.235,4.235
GB,2.675,J.Love,0.869,0.601,4.17,1.46,0.424,4.759,0.017,-1.434,9,3.57,4.02,8,-1,Love,-0.895,0.895
DEN,2.411,B.Nix,0.858,0.224,2.789,2.017,-0.146,1.279,-1.237,0.499,10,3.43,3.24,10,0,Nix,-1.0190000000000001,1.0190000000000001
SF,2.387,B.Purdy,0.875,0.692,2.871,1.918,1.034,6.508,1.364,-3.039,6,3.99,4.4,5,-1,Purdy,-1.6030000000000002,1.6030000000000002
MIN,1.468,J.McCarthy,0.0,-2.534,1.62,1.285,-0.692,-0.739,-2.927,0.56,17,-0.1,-1.03,19,2,McCarthy,1.568,1.568
LA,1.39,M.Stafford,0.926,0.047,1.266,1.412,1.036,1.553,0.586,-0.729,2,9.47,9.27,2,0,Stafford,-8.08,8.08
LAC,1.198,J.Herbert,0.959,0.144,3.396,-0.453,-0.807,1.33,-2.405,0.322,15,0.79,-0.33,17,2,Herbert,0.4079999999999999,0.4079999999999999
CIN,1.176,J.Burrow,0.926,0.093,1.405,0.952,-0.31,5.234,3.385,-0.209,23,-2.52,-1.28,21,-2,Burrow,3.6959999999999997,3.6959999999999997
HOU,0.819,C.Stroud,0.925,0.282,1.551,0.249,-0.66,-1.553,-3.585,-0.075,11,2.43,2.15,12,1,Stroud,-1.6110000000000002,1.6110000000000002
PIT,0.5,A.Rodgers,0.0,0.371,2.203,-0.758,1.302,-1.021,0.114,2.133,12,1.6,0.98,13,1,Rodgers,-1.1,1.1
MIA,0.143,T.Tagovailoa,0.708,1.381,0.158,0.126,-1.658,1.101,-0.417,0.08,20,-1.2,-0.46,18,-2,Tagovailoa,1.343,1.343
DAL,-0.079,D.Prescott,0.492,2.292,0.442,-0.453,1.234,0.971,2.837,1.186,19,-0.41,-0.03,15,-4,Prescott,0.33099999999999996,0.33099999999999996
ARI,-0.613,K.Murray,0.932,0.248,-0.373,-0.757,0.085,3.134,3.309,-0.142,26,-5.03,-4.87,27,1,Brissett,4.417,4.417
SEA,-0.675,S.Darnold,0.0,-0.272,-1.79,0.166,0.267,-0.724,1.084,-0.264,1,9.53,9.76,1,0,Darnold,-10.205,10.205
NYJ,-1.45,J.Fields,0.0,0.546,-2.314,-0.752,-0.591,-0.952,0.838,-0.022,27,-5.51,-4.83,26,-1,Cook,4.06,4.06
ATL,-2.195,M.Penix,0.19,0.03,-3.823,-0.907,-1.072,3.22,4.026,-2.11,21,-1.47,-1.59,23,2,Cousins,-0.7249999999999999,0.7249999999999999
IND,-3.274,D.Jones,0.0,0.629,-4.519,-2.21,-1.882,-1.371,0.828,-0.634,16,0.76,-1.09,20,4,Rivers,-4.034,4.034
LV,-3.445,G.Smith,0.0,1.823,-4.917,-2.208,0.359,-4.447,0.916,0.169,32,-7.86,-6.61,30,-2,Smith,4.415000000000001,4.415000000000001
JAX,-3.87,T.Lawrence,0.524,1.163,-5.185,-2.726,-1.696,0.111,4.78,0.839,7,3.82,2.83,11,4,Lawrence,-7.6899999999999995,7.6899999999999995
NE,-4.488,D.Maye,0.536,0.058,-6.796,-2.594,-0.336,-3.288,4.303,0.88,14,0.97,0.82,14,0,Maye,-5.458,5.458
CHI,-4.866,C.Williams,0.851,-0.066,-5.979,-3.82,0.67,-4.766,2.167,0.322,13,1.34,-0.14,16,3,Williams,-6.2059999999999995,6.2059999999999995
NO,-5.33,S.Rattler,0.386,-2.608,-8.245,-2.954,-1.031,-3.877,4.262,0.835,29,-6.16,-6.61,31,2,Shough,0.8300000000000001,0.8300000000000001
NYG,-5.653,R.Wilson,0.0,0.857,-6.173,-4.996,0.851,-4.39,3.523,0.587,28,-5.66,-5.51,28,0,Dart,0.007000000000000561,0.007000000000000561
CLE,-5.723,J.Flacco,0.063,1.362,-7.254,-4.331,1.65,-8.607,0.538,-0.059,30,-7.17,-6.02,29,-1,Sanders,1.447,1.447
TEN,-7.669,C.Ward,0.0,-0.498,-9.511,-5.955,-0.608,-5.724,2.311,-1.201,31,-7.65,-8.41,32,1,Ward,-0.01899999999999924,0.01899999999999924
CAR,-8.141,B.Young,0.781,-0.425,-9.748,-6.573,-0.397,-0.971,8.459,-0.117,25,-4.91,-4.78,25,0,Young,-3.231,3.231
