Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,7.802,P.Mahomes,0.981,0.095,8.511,6.902,0.992,7.42,1.277,1.625
BUF,7.786,J.Allen,0.943,-0.064,7.468,7.631,-0.327,3.538,-3.377,1.061
TB,6.294,B.Mayfield,0.0,-1.712,7.175,5.343,-0.175,7.57,-0.074,-0.162
DAL,5.272,D.Prescott,0.803,0.6,6.313,4.257,0.119,2.782,-3.426,0.216
NE,4.995,D.Maye,0.0,-2.513,4.455,5.138,-0.693,0.47,-1.353,3.261
IND,4.688,P.Rivers,0.197,2.176,7.167,2.661,-1.498,6.562,-0.248,1.667
BAL,4.11,L.Jackson,0.848,0.893,3.378,4.436,-0.16,2.073,0.576,2.142
ARI,3.856,J.Brissett,0.0,-1.066,5.657,2.36,0.196,4.641,-1.209,-0.404
LA,2.989,M.Stafford,0.762,0.351,3.998,2.11,0.327,3.309,-1.611,-1.128
GB,2.934,J.Love,0.061,-4.031,4.176,1.889,-0.309,5.125,-0.758,-1.432
SF,2.507,B.Purdy,0.0,-3.139,0.841,3.59,0.688,0.833,-0.063,-0.57
LAC,1.113,J.Herbert,0.961,0.043,1.709,0.627,0.358,6.593,2.827,-2.015
CLE,0.84,S.Sanders,0.0,-2.402,-0.216,1.563,-0.315,0.993,0.255,-0.52
TEN,0.782,C.Ward,0.0,-3.176,-1.57,2.446,-0.679,0.785,1.073,-0.728
MIN,0.495,J.McCarthy,0.0,-2.926,0.917,0.166,-0.284,2.806,1.088,-0.206
CIN,0.443,J.Burrow,0.887,0.452,-0.722,1.264,-1.932,2.797,1.679,-0.088
NO,-0.221,T.Shough,0.0,-2.041,-1.832,0.956,0.403,-3.703,-1.789,-0.301
MIA,-0.462,T.Tagovailoa,0.556,0.096,-1.545,0.345,-0.905,-0.909,-0.391,-0.3
DEN,-1.021,B.Nix,0.0,-2.287,-2.511,0.108,-1.598,-0.824,0.359,0.301
SEA,-1.215,S.Darnold,0.0,-2.752,-1.381,-1.034,0.524,-1.842,1.827,1.84
CAR,-1.337,B.Young,0.0,-0.798,-3.999,0.657,-1.046,-3.057,-1.329,-1.01
PHI,-1.453,J.Hurts,0.765,0.095,-2.097,-0.915,-0.765,1.419,2.747,-0.177
WAS,-1.704,M.Mariota,0.0,1.123,-3.267,-0.487,1.65,-1.156,3.886,-0.208
LV,-2.338,G.Smith,0.0,-3.045,-4.272,-0.822,0.467,-1.412,3.242,-0.117
PIT,-4.488,A.Rodgers,0.0,2.348,-2.317,-5.839,0.398,-0.011,4.014,0.409
CHI,-4.722,C.Williams,0.0,-0.287,-5.574,-3.872,0.961,-2.084,3.399,-1.119
ATL,-5.639,K.Cousins,0.0,-0.051,-5.366,-5.557,-0.543,0.853,4.712,-0.974
NYG,-7.132,J.Dart,0.0,-0.655,-6.904,-6.944,0.985,-3.993,3.523,-0.254
DET,-8.565,J.Goff,0.718,0.16,-10.256,-6.916,0.529,-4.454,7.117,0.526
HOU,-8.852,C.Stroud,0.0,-0.106,-8.04,-9.001,0.591,-4.002,4.956,0.388
NYJ,-8.951,B.Cook,0.0,0.763,-11.552,-6.624,0.931,-3.409,7.892,-1.268
JAX,-10.563,T.Lawrence,0.787,-0.079,-13.91,-7.616,0.985,-5.713,8.547,-0.553
