Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,11.361,J.Allen,0.984,0.004,12.658,9.859,1.177,8.179,-2.37,1.22
KC,7.614,P.Mahomes,0.996,0.02,9.787,5.664,1.978,11.762,2.25,-1.223
LA,5.173,M.Stafford,0.939,0.141,4.505,5.401,0.631,0.563,-3.271,0.331
PHI,4.738,J.Hurts,0.91,0.111,7.461,2.531,-1.737,7.629,-1.541,0.081
DAL,4.08,D.Prescott,0.512,1.768,5.396,2.924,0.297,2.293,-2.317,0.582
SF,2.733,M.Jones,0.0,-0.92,2.252,2.946,0.156,1.33,-0.487,0.332
CIN,2.011,J.Flacco,0.0,-3.583,1.184,2.511,-0.356,0.722,-1.162,-0.081
TB,1.938,B.Mayfield,0.0,-2.045,0.238,3.074,-0.434,0.477,-0.535,-0.632
MIA,1.013,T.Tagovailoa,0.606,0.3,0.023,1.679,1.258,0.0,-0.224,-1.294
LV,0.835,G.Smith,0.0,-0.87,0.198,1.254,0.421,2.561,4.027,1.271
BAL,0.752,T.Huntley,0.112,-4.632,-1.388,2.265,0.807,-2.589,2.436,2.977
TEN,0.322,C.Ward,0.0,-3.962,-2.299,2.204,0.13,-2.469,0.288,0.349
SEA,0.258,S.Darnold,0.0,-3.052,-1.108,1.234,-1.678,0.845,0.961,0.49
NE,-0.162,D.Maye,0.0,-1.926,-1.286,0.659,-0.86,0.181,0.079,-0.045
LAC,-0.591,J.Herbert,0.997,0.015,-0.082,-0.93,-0.113,2.686,1.992,-0.667
NO,-0.992,S.Rattler,0.0,-1.597,-3.101,0.584,-0.178,-2.537,-1.135,-1.546
IND,-1.384,D.Jones,0.0,-0.569,-1.431,-1.281,-0.616,-1.998,-0.026,1.086
MIN,-1.39,C.Wentz,0.0,-2.284,-1.92,-0.937,-1.144,0.526,1.256,-0.419
GB,-2.079,J.Love,0.018,-4.65,-6.133,0.959,-1.239,-2.553,1.051,-1.457
CLE,-2.133,D.Gabriel,0.0,-1.751,-3.91,-0.741,-1.099,1.749,3.37,-1.9
PIT,-2.29,A.Rodgers,0.0,3.947,-0.262,-3.645,2.039,0.75,2.755,-0.372
CAR,-2.582,A.Dalton,0.0,0.498,-4.374,-1.157,0.102,-4.745,-0.317,0.038
ARI,-2.873,J.Brissett,0.0,-0.632,-2.721,-2.841,1.572,-1.589,0.965,-1.581
JAX,-3.121,T.Lawrence,0.947,0.109,-5.157,-1.492,-0.887,0.149,4.247,-0.301
NYJ,-3.327,J.Fields,0.0,0.401,-2.588,-3.697,0.211,-3.668,1.008,1.502
WAS,-3.356,M.Mariota,0.0,1.869,-3.623,-2.996,0.283,-1.893,1.876,-0.234
NYG,-3.497,J.Dart,0.0,-0.805,-3.874,-3.051,-0.352,-0.834,3.795,1.062
CHI,-3.907,C.Williams,0.0,-0.017,-4.016,-3.635,-1.382,-1.29,2.753,1.142
DEN,-4.453,B.Nix,0.0,-2.367,-4.924,-3.891,0.015,-6.445,-4.157,-2.574
ATL,-4.934,K.Cousins,0.0,1.224,-3.71,-5.576,1.133,2.713,7.589,0.248
HOU,-6.149,C.Stroud,0.0,0.16,-6.536,-5.564,-1.101,-2.073,4.793,1.306
DET,-6.301,J.Goff,0.866,0.026,-6.178,-6.078,0.584,-0.344,7.286,0.815
