Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,11.05,J.Allen,0.983,0.004,12.064,9.769,-0.015,8.136,-2.9,1.177
KC,7.894,P.Mahomes,0.995,0.023,10.322,5.744,1.423,10.92,0.902,-0.672
SF,4.924,M.Jones,0.0,-0.779,5.259,4.437,-1.121,1.78,-4.78,-0.298
DAL,4.806,D.Prescott,0.513,1.56,6.368,3.437,-0.106,2.878,-2.359,1.284
LA,4.335,M.Stafford,0.933,0.152,3.725,4.562,1.49,0.025,-2.582,0.06
TB,3.949,B.Mayfield,0.0,-2.101,3.41,4.144,0.517,1.364,-1.556,-0.237
PHI,3.757,J.Hurts,0.9,0.124,6.053,1.908,-2.861,8.193,-1.195,-0.544
BAL,2.532,C.Rush,0.0,-2.838,1.614,3.071,1.124,-0.801,1.758,3.25
LAC,1.454,J.Herbert,0.997,0.02,3.065,0.215,0.291,7.087,2.771,-1.419
MIA,1.271,T.Tagovailoa,0.629,0.435,0.334,1.887,1.317,1.744,1.037,-1.518
LV,0.893,G.Smith,0.0,-0.305,0.703,0.986,1.807,1.514,3.529,1.13
CIN,0.775,J.Flacco,0.0,-3.206,0.382,1.021,0.2,-2.351,-2.449,0.518
NE,0.694,D.Maye,0.0,-2.107,-0.97,1.865,-0.124,0.061,0.935,0.009
TEN,0.157,C.Ward,0.0,-4.044,-3.032,2.458,-0.221,-1.448,1.305,-0.085
NO,-0.197,S.Rattler,0.0,-1.697,-2.787,1.688,-0.997,-3.706,-4.24,-2.464
GB,-0.34,J.Love,0.022,-4.575,-2.594,1.31,-0.715,0.514,1.328,-1.158
CLE,-1.01,D.Gabriel,0.0,-1.859,-2.237,-0.072,-2.188,4.073,3.611,-0.756
IND,-1.306,D.Jones,0.0,-0.713,-1.385,-1.183,-0.152,-3.302,-0.375,1.692
MIN,-1.879,C.Wentz,0.0,-2.282,-2.847,-1.085,-1.256,1.365,2.831,-0.54
SEA,-2.739,S.Darnold,0.0,-3.42,-4.785,-1.121,-1.622,1.753,5.106,-0.056
ARI,-2.953,J.Brissett,0.0,-0.379,-3.327,-2.536,1.436,-0.956,2.241,-1.441
JAX,-3.007,T.Lawrence,0.934,0.114,-5.181,-1.284,-0.74,-2.253,2.062,-0.234
PIT,-3.025,A.Rodgers,0.0,4.158,-1.082,-4.283,2.025,0.795,3.07,-0.992
DEN,-3.401,B.Nix,0.0,-2.702,-3.643,-3.057,0.488,-5.425,-2.809,-1.354
CAR,-3.522,B.Young,0.0,-1.413,-7.426,-0.52,-0.304,-7.511,-0.076,0.36
NYG,-4.676,J.Dart,0.0,-0.499,-4.543,-4.541,-0.111,-2.644,2.601,0.804
HOU,-5.515,C.Stroud,0.0,0.284,-5.741,-5.078,-1.116,-3.221,3.291,1.765
NYJ,-5.882,J.Fields,0.0,-0.086,-7.261,-4.592,0.888,-4.283,4.653,0.412
CHI,-5.91,C.Williams,0.0,0.088,-5.846,-5.663,-0.59,-1.912,4.7,1.195
WAS,-6.345,J.Daniels,0.0,-1.044,-8.951,-4.142,0.819,-5.015,3.69,-1.119
ATL,-7.021,M.Penix,0.0,-2.535,-8.391,-5.681,0.677,-2.14,7.059,0.265
DET,-7.254,J.Goff,0.85,0.039,-7.286,-6.872,-0.622,0.445,8.326,0.979
