Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,7.685,P.Mahomes,0.973,0.238,8.307,6.854,1.14,4.751,-2.183,0.433
BAL,6.9,T.Huntley,0.052,-3.751,5.852,7.317,0.808,5.082,-0.546,-0.42
MIN,6.564,C.Wentz,0.0,0.432,9.356,4.216,1.699,1.738,-6.542,1.023
DET,6.456,J.Goff,1.0,0.0,8.451,4.692,0.395,7.066,-0.403,1.042
BUF,4.517,J.Allen,1.0,-0.0,5.74,3.408,-0.654,8.054,0.639,-0.946
SF,3.893,M.Jones,0.0,-3.909,3.88,3.709,-0.597,4.152,-2.176,-1.806
PIT,2.383,A.Rodgers,0.0,1.856,5.103,0.296,-1.276,1.456,-2.86,1.856
LAC,2.035,J.Herbert,0.885,0.474,2.892,1.313,-0.663,-0.591,-3.764,0.273
HOU,1.744,C.Stroud,0.892,0.523,3.597,0.317,-1.096,0.921,-3.868,0.007
GB,1.735,J.Love,0.765,0.857,6.364,-1.704,0.376,5.327,-0.089,-0.566
TB,1.558,B.Mayfield,0.936,-0.117,3.31,0.211,0.331,2.595,0.615,0.984
DAL,1.436,D.Prescott,0.985,0.057,1.234,1.511,1.079,2.561,3.731,1.074
WAS,0.686,J.Daniels,0.58,2.234,2.352,-0.555,-0.504,7.769,4.213,-0.859
PHI,0.386,J.Hurts,0.99,0.03,0.673,0.159,0.245,4.384,3.531,-0.349
CHI,-0.34,C.Williams,0.579,0.131,-0.514,-0.197,-1.621,-2.058,-2.893,0.081
NO,-0.556,S.Rattler,0.105,-2.779,-2.306,0.738,-0.432,-1.838,1.036,1.157
NYJ,-1.007,T.Taylor,0.0,-0.331,-2.082,-0.178,0.279,-6.17,-3.798,0.023
MIA,-1.199,T.Tagovailoa,0.658,1.526,-3.584,0.587,-1.256,-3.15,-1.357,-0.667
CIN,-1.651,J.Flacco,0.0,-2.8,-2.5,-0.954,0.154,2.701,4.71,-0.657
IND,-1.951,D.Jones,0.0,0.517,-2.553,-1.419,-0.581,-0.443,0.488,-1.05
LA,-1.992,M.Stafford,0.91,0.289,-2.327,-1.651,2.215,0.929,4.727,-0.767
DEN,-2.187,B.Nix,0.577,-0.711,-4.138,-0.666,0.195,-7.579,-2.423,0.82
SEA,-2.287,S.Darnold,0.0,-2.018,-4.831,-0.331,-0.291,-1.594,2.65,-0.342
TEN,-2.381,C.Ward,0.0,-0.046,-3.308,-1.592,-1.12,-4.491,-2.889,-0.742
LV,-2.981,G.Smith,0.0,1.313,-5.186,-1.236,0.021,-4.755,-0.048,-0.422
ATL,-3.176,M.Penix,0.0,-1.885,-4.575,-2.007,0.108,-0.353,3.102,-1.245
JAX,-3.343,T.Lawrence,0.974,0.043,-5.883,-1.338,-0.17,-0.649,5.95,0.705
CLE,-3.841,D.Gabriel,0.0,0.447,-4.674,-3.047,-1.147,-7.396,-1.194,2.485
ARI,-4.852,J.Brissett,0.0,-0.031,-4.341,-4.981,2.656,-0.37,5.642,-0.308
NYG,-5.724,J.Dart,0.0,-1.164,-6.231,-5.073,0.125,-4.525,0.825,-1.071
NE,-6.041,D.Maye,0.105,-1.263,-9.011,-3.592,0.203,-8.96,1.549,0.858
CAR,-8.906,B.Young,0.523,-1.691,-12.89,-5.579,-0.446,-6.599,5.395,-0.599
