Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,10.834,L.Jackson,0.91,0.36,12.133,9.356,0.876,4.739,-5.651,1.125
SF,8.619,B.Purdy,0.869,0.265,10.501,6.829,-0.335,9.28,-2.542,-0.703
BUF,4.585,M.Trubisky,0.0,-4.015,2.504,5.865,-0.501,1.813,-2.104,-0.767
CLE,4.462,S.Sanders,0.0,-1.019,4.521,4.197,0.385,-4.868,-7.005,2.059
MIA,4.084,Q.Ewers,0.0,-3.448,2.073,5.338,-0.362,1.435,-0.929,0.098
KC,3.755,S.Buechele,0.0,-6.878,0.194,6.148,0.189,-2.191,-1.779,0.552
DAL,3.16,J.Milton III,0.0,-4.591,1.701,4.06,-0.478,-0.101,-1.717,0.567
DET,2.787,J.Goff,0.994,0.023,4.479,1.424,0.053,4.262,-0.211,0.032
PIT,1.645,A.Rodgers,0.0,3.886,3.868,-0.046,0.664,2.594,-1.349,-0.659
LA,1.412,M.Stafford,0.865,0.505,1.456,1.309,0.295,2.411,-1.035,-2.22
PHI,1.353,T.McKee,0.0,-4.597,0.274,2.067,-0.046,1.7,1.815,0.581
CIN,0.922,J.Burrow,0.649,0.365,1.349,0.567,2.181,2.564,3.49,0.223
CHI,-0.28,C.Williams,0.0,-0.786,-0.211,-0.316,-0.729,-0.843,-0.862,0.413
NO,-0.57,T.Shough,0.0,-2.381,-2.318,0.724,-2.501,-3.574,-3.174,0.415
JAX,-0.589,T.Lawrence,0.936,0.043,-1.045,-0.23,0.343,-1.663,-0.584,-0.4
HOU,-1.445,C.Stroud,0.692,1.368,-1.33,-1.456,-1.595,-1.066,0.449,1.21
SEA,-1.906,S.Darnold,0.0,-2.531,-4.045,-0.263,1.359,-1.488,4.045,0.308
LV,-2.009,A.O'Connell,0.506,-1.513,-2.635,-1.455,0.33,-4.912,-1.565,0.752
MIN,-2.138,J.McCarthy,0.0,-2.228,-3.766,-0.853,0.388,-3.921,-0.783,-0.968
NYJ,-2.598,B.Cook,0.0,1.369,-3.575,-1.762,0.919,-7.367,-2.319,0.597
ATL,-2.651,K.Cousins,0.0,2.7,-3.058,-2.225,-2.666,-0.414,-0.998,-1.429
LAC,-2.714,T.Lance,0.0,-1.827,-3.519,-1.996,1.087,-3.587,1.786,0.706
DEN,-3.108,B.Nix,0.0,-2.05,-4.336,-2.065,0.661,-5.291,-0.534,-0.086
TB,-3.223,B.Mayfield,0.804,-0.358,-3.083,-3.164,-0.434,-0.96,1.917,0.076
IND,-3.655,R.Leonard,0.0,-1.821,-5.141,-2.397,-1.335,-2.909,0.871,-0.032
GB,-3.723,C.Tune,0.0,-7.779,-6.939,-1.211,-0.795,-4.428,1.595,-0.347
NE,-3.886,D.Maye,0.0,-0.791,-4.811,-3.023,0.884,-5.687,-1.493,-1.554
ARI,-4.714,J.Brissett,0.0,1.647,-3.67,-5.236,1.635,-1.538,4.534,1.009
WAS,-4.729,J.Johnson,0.0,1.998,-5.808,-3.713,0.348,-1.373,3.178,-1.782
TEN,-5.925,C.Ward,0.0,-1.658,-6.374,-5.306,-0.711,-3.812,1.463,-0.484
CAR,-7.16,B.Young,0.777,-0.479,-9.54,-5.082,-0.644,-7.333,1.63,0.007
NYG,-7.446,J.Dart,0.0,-0.345,-7.677,-6.91,0.412,-7.609,1.388,0.637
