Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,9.08,L.Jackson,0.96,0.191,11.281,7.037,0.025,5.733,-3.4,2.673
NO,7.245,T.Shough,0.0,-4.7,5.604,8.075,0.984,1.706,-1.525,2.245
KC,6.445,P.Mahomes,0.959,0.305,9.384,3.997,-0.974,12.122,2.033,0.162
LA,3.894,M.Stafford,0.0,-0.873,3.66,3.871,-0.981,2.218,-4.454,-2.173
PIT,3.607,M.Rudolph,0.147,-3.892,3.751,3.324,-1.601,-1.371,-6.416,0.052
BUF,3.51,J.Allen,0.928,0.043,4.717,2.462,-1.009,6.329,1.594,0.891
TB,3.133,B.Mayfield,0.0,-1.987,4.923,1.682,0.415,2.959,-2.252,-0.978
GB,2.879,J.Love,0.0,-4.231,3.583,2.226,0.118,4.023,0.789,0.262
IND,2.022,D.Jones,0.0,-2.641,1.156,2.548,-1.789,0.292,-1.219,1.227
SF,1.76,B.Purdy,0.0,-3.167,0.026,2.929,1.598,-0.314,-0.491,-1.25
MIA,1.344,T.Tagovailoa,0.266,-1.498,0.273,2.054,-1.196,-0.11,1.614,3.024
SEA,0.362,S.Darnold,0.0,-3.906,-0.478,0.953,1.637,1.423,4.8,1.513
NE,-0.083,D.Maye,0.0,-2.439,-1.418,0.887,0.908,0.532,3.089,0.098
MIN,-0.539,J.McCarthy,0.0,-2.081,0.779,-1.467,0.703,1.173,-0.703,-1.892
ARI,-0.54,J.Brissett,0.0,-1.583,-1.181,-0.049,-1.035,2.448,2.604,-0.156
LV,-1.013,G.Smith,0.0,-4.858,-3.83,1.077,1.192,1.137,5.893,-0.1
LAC,-1.309,J.Herbert,0.639,-0.115,-2.347,-0.493,0.701,2.498,1.576,-3.82
ATL,-1.394,M.Penix,0.0,-3.942,-2.687,-0.388,-0.632,0.855,2.574,-0.101
TEN,-2.118,C.Ward,0.0,-2.284,-4.468,-0.311,-0.068,2.968,5.466,-1.91
CHI,-2.361,C.Williams,0.0,-1.283,-4.171,-0.934,1.138,-7.131,-2.291,-0.265
CAR,-2.585,B.Young,0.0,-1.93,-5.51,-0.34,3.079,0.087,7.081,-1.241
CLE,-2.788,D.Gabriel,0.0,-1.91,-1.704,-3.435,-0.078,3.145,4.307,-0.09
DAL,-3.016,D.Prescott,0.662,1.286,-6.106,-0.63,-1.34,0.071,5.393,-0.13
CIN,-3.642,J.Flacco,0.0,-1.524,-6.182,-1.621,0.889,-0.452,7.008,0.412
DET,-3.781,J.Goff,0.0,1.379,-2.738,-4.348,0.032,2.41,7.023,1.611
NYG,-3.902,J.Winston,0.0,2.401,-4.295,-3.424,-2.843,0.262,4.249,2.101
HOU,-4.752,D.Mills,0.0,-3.961,-7.547,-2.493,1.25,-0.207,8.706,0.518
DEN,-5.055,B.Nix,0.0,-0.067,-5.202,-4.698,1.076,-5.632,1.151,0.648
PHI,-5.585,J.Hurts,0.0,-2.963,-10.673,-1.624,-1.544,-5.983,2.36,-1.343
WAS,-6.117,M.Mariota,0.0,1.063,-9.366,-3.462,-2.257,-2.567,3.165,-1.841
JAX,-8.864,T.Lawrence,0.0,-0.959,-11.025,-6.86,-0.593,-3.072,8.509,0.689
NYJ,-10.025,J.Fields,0.0,0.056,-12.394,-7.812,1.792,-5.406,7.909,-0.711
