Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,8.507,P.Mahomes,0.976,0.213,9.437,7.413,1.804,3.997,-3.333,0.591
BAL,8.042,T.Huntley,0.047,-3.937,7.509,8.029,1.388,5.903,-0.404,0.036
DET,6.898,J.Goff,1.0,0.0,8.802,5.178,0.893,7.358,-0.085,0.951
MIN,5.572,C.Wentz,0.0,0.477,8.192,3.399,2.137,1.946,-4.766,0.901
BUF,5.033,J.Allen,1.0,0.0,6.567,3.672,-0.63,7.66,-0.546,-0.945
SF,3.031,M.Jones,0.0,-3.739,2.869,2.997,0.255,2.333,-2.266,-1.832
PIT,2.619,A.Rodgers,0.0,1.796,5.95,0.077,-1.026,1.857,-2.456,2.492
LAC,1.793,J.Herbert,0.897,0.433,3.3,0.612,-0.372,-0.186,-3.159,0.633
GB,1.705,J.Love,0.787,0.765,6.022,-1.505,0.437,4.635,-1.023,-1.093
HOU,1.621,C.Stroud,0.902,0.449,3.556,0.139,-0.421,-0.13,-3.697,0.585
DAL,1.355,D.Prescott,0.985,0.057,1.113,1.462,0.938,2.561,3.731,1.074
PHI,0.736,J.Hurts,0.991,0.031,1.329,0.271,-1.205,4.566,1.713,-0.449
WAS,0.558,M.Mariota,0.098,-0.441,0.438,0.618,-1.717,4.79,2.34,-0.616
TB,0.434,B.Mayfield,0.941,-0.102,1.56,-0.404,1.132,2.45,2.377,0.478
DEN,0.017,B.Nix,0.618,-0.514,-1.351,1.006,0.048,-5.698,-3.218,1.167
CHI,-0.356,C.Williams,0.579,0.13,-0.588,-0.17,-1.707,-2.059,-2.893,0.081
CIN,-0.924,J.Flacco,0.0,-2.759,-1.143,-0.719,-0.271,1.702,3.115,0.472
MIA,-0.939,T.Tagovailoa,0.589,1.732,-3.456,0.931,-1.185,-4.005,-2.383,-0.774
NYJ,-1.022,J.Fields,0.0,-0.083,-2.468,0.076,0.634,-5.218,-2.994,-0.813
LA,-1.773,M.Stafford,0.92,0.248,-2.494,-1.162,1.277,-0.401,1.97,-1.519
IND,-1.83,D.Jones,0.0,0.662,-1.94,-1.661,-0.935,-1.298,-1.01,-0.782
JAX,-1.835,T.Lawrence,0.976,0.041,-4.308,0.047,-1.024,0.781,5.248,0.898
SEA,-2.162,S.Darnold,0.0,-1.939,-3.794,-0.873,-0.777,-0.6,2.746,0.217
ATL,-2.498,K.Cousins,0.619,0.859,-3.326,-1.775,-0.625,2.597,3.762,-1.653
TEN,-2.647,C.Ward,0.0,-0.119,-3.992,-1.542,-0.244,-5.392,-2.175,-0.563
LV,-2.75,G.Smith,0.0,1.577,-4.278,-1.508,0.257,-6.011,-1.185,0.396
NO,-3.434,S.Rattler,0.191,-3.77,-6.189,-1.269,-0.939,-3.949,1.961,0.619
CLE,-4.084,D.Gabriel,0.0,0.449,-5.364,-2.955,-0.466,-7.774,-1.583,1.201
ARI,-4.194,J.Brissett,0.0,-0.107,-4.202,-3.98,2.707,-0.226,5.394,-0.635
NYG,-6.296,J.Dart,0.0,-1.062,-7.289,-5.264,0.331,-5.472,1.336,-0.839
NE,-6.931,D.Maye,0.192,-0.161,-9.182,-4.957,-0.112,-7.236,2.778,0.509
CAR,-8.632,A.Dalton,0.471,1.647,-10.589,-6.788,-0.726,-4.237,5.106,-0.7
