Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,8.736,P.Mahomes,1.0,0.0,10.477,7.042,-0.907,9.845,-2.596,-0.907
PHI,8.276,J.Hurts,0.938,0.108,10.683,6.122,-1.515,8.37,-2.731,1.113
SF,7.865,M.Jones,0.0,-3.394,8.184,7.244,-0.737,6.26,-3.379,-0.355
BUF,7.632,J.Allen,0.997,0.009,8.49,6.631,-0.762,7.293,-1.196,1.219
DET,4.811,J.Goff,0.985,0.038,6.274,3.513,-1.38,4.74,-1.673,1.354
MIA,4.129,T.Tagovailoa,0.831,0.519,4.735,3.485,-0.574,7.97,1.538,-1.162
BAL,4.094,C.Rush,0.0,-2.102,2.088,5.343,-0.872,-1.673,-5.05,-0.192
DAL,3.755,D.Prescott,0.906,0.301,4.716,2.873,-0.602,2.191,-2.536,0.667
NO,1.434,S.Rattler,0.0,-1.537,-0.339,2.646,-1.613,-3.592,-5.305,-0.04
CIN,1.27,J.Flacco,0.0,-3.412,0.426,1.818,0.983,-1.669,-1.29,0.048
LA,1.234,M.Stafford,0.787,0.502,1.851,0.725,2.789,2.297,1.888,-0.897
SEA,1.183,S.Darnold,0.0,-2.567,-1.883,3.344,-0.38,-0.079,2.538,1.03
CLE,0.964,D.Gabriel,0.0,-1.808,-1.025,2.356,0.608,-7.098,-4.567,0.424
LAC,0.465,J.Herbert,1.0,0.0,1.532,-0.33,-0.669,4.891,1.424,-1.344
JAX,0.193,T.Lawrence,1.0,0.0,-0.834,0.927,0.798,-1.007,0.666,0.039
PIT,-1.188,A.Rodgers,0.0,4.056,2.209,-3.59,1.301,0.011,-1.293,-0.807
TB,-1.413,B.Mayfield,0.447,-1.094,-1.596,-1.209,0.292,-1.741,-1.451,-1.616
TEN,-1.577,C.Ward,0.0,-2.397,-3.156,-0.355,0.474,-3.377,1.488,1.305
NYJ,-2.285,J.Fields,0.0,1.535,-2.615,-1.934,1.366,-4.452,0.476,1.05
IND,-2.316,D.Jones,0.0,0.196,-2.497,-2.07,-0.665,-3.412,-1.24,0.681
LV,-2.568,G.Smith,0.0,-0.561,-3.181,-1.997,-0.128,-2.354,2.101,1.346
WAS,-3.404,J.Daniels,0.0,-0.454,-5.984,-1.367,0.064,-2.821,1.424,-2.367
NE,-3.619,D.Maye,0.0,-0.95,-3.882,-3.25,1.937,-5.852,-1.244,-1.407
ATL,-3.714,M.Penix,0.0,-0.736,-5.27,-2.404,-1.281,-2.843,0.964,-0.344
GB,-3.732,J.Love,0.531,-1.545,-3.879,-3.44,-0.429,-1.858,1.926,-0.078
MIN,-3.749,C.Wentz,0.0,-2.776,-7.014,-1.199,1.047,-4.532,3.083,-0.502
ARI,-4.883,J.Brissett,0.0,1.269,-3.409,-5.708,1.398,-0.092,3.926,-0.604
NYG,-5.556,J.Dart,0.0,-1.19,-7.656,-3.759,1.919,-4.386,5.404,0.182
CHI,-5.91,C.Williams,0.0,-0.211,-7.271,-4.632,-0.498,0.718,8.414,0.686
HOU,-6.008,C.Stroud,0.527,1.57,-3.92,-7.222,-0.694,-4.16,2.151,2.603
CAR,-6.784,B.Young,0.424,-0.807,-8.544,-5.173,-0.069,-6.643,2.056,0.292
DEN,-9.066,B.Nix,0.0,-1.727,-11.191,-7.079,-1.121,-3.68,4.977,-1.541
