Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,8.155,M.Trubisky,0.0,-1.227,8.108,7.784,-0.723,3.88,-4.073,1.074
KC,5.156,S.Buechele,0.0,-7.148,1.453,7.582,0.718,1.447,1.921,1.399
TB,5.084,B.Mayfield,0.0,-1.861,5.252,4.71,-1.326,6.299,-0.84,-0.635
GB,4.35,C.Tune,0.0,-4.407,4.917,3.724,0.294,5.598,-0.275,-1.188
DAL,3.843,J.Milton III,0.0,-3.689,1.868,5.083,-1.182,-0.193,-3.386,-0.173
NE,3.682,D.Maye,0.0,-2.778,1.757,4.894,-0.422,0.614,0.762,2.244
LA,3.647,M.Stafford,0.809,0.239,5.204,2.339,0.593,3.001,-2.526,-0.771
IND,3.59,R.Leonard,0.0,-2.107,4.241,2.941,-0.084,2.46,-0.059,1.838
SF,2.724,B.Purdy,0.0,-3.209,1.691,3.338,0.172,1.359,-1.198,-0.954
ARI,2.687,J.Brissett,0.0,-1.079,3.956,1.634,0.623,3.848,0.214,-0.249
BAL,2.552,L.Jackson,0.688,1.167,2.198,2.681,1.117,3.068,3.861,2.128
CIN,1.92,J.Burrow,0.911,0.426,1.989,1.774,-0.802,5.035,2.687,0.406
TEN,1.266,C.Ward,0.0,-3.142,-0.775,2.681,-0.227,-0.678,-0.017,0.058
LAC,0.537,T.Lance,0.0,-2.593,-1.286,1.83,-0.029,3.534,3.656,-0.857
NO,0.016,T.Shough,0.0,-1.658,-1.104,0.826,-0.002,-5.783,-3.698,0.954
LV,-0.013,A.O'Connell,0.0,-2.95,-2.279,1.628,0.583,-1.56,1.816,0.516
SEA,-0.537,S.Darnold,0.0,-3.001,-1.365,0.09,0.068,-1.255,1.329,1.155
MIA,-0.564,Q.Ewers,0.0,-1.625,-2.526,0.884,-1.408,-2.959,-2.61,-1.003
CLE,-0.678,S.Sanders,0.0,-2.311,-1.3,-0.194,0.117,-0.003,0.156,-1.11
MIN,-1.362,J.McCarthy,0.0,-2.629,-0.286,-2.073,0.625,0.597,0.628,-0.522
PHI,-1.418,T.McKee,0.0,-2.675,-2.94,-0.246,-2.371,-0.196,0.373,-0.385
DEN,-2.698,B.Nix,0.0,-2.016,-4.391,-1.339,-0.989,-2.64,0.292,-0.404
WAS,-3.217,J.Johnson,0.0,1.402,-5.141,-1.665,1.374,-1.281,5.428,-0.056
CAR,-3.269,B.Young,0.0,-0.745,-6.758,-0.581,-0.27,-5.382,-0.442,-1.393
PIT,-3.513,A.Rodgers,0.0,2.763,-0.627,-5.429,1.346,-0.824,1.956,0.219
CHI,-3.975,C.Williams,0.0,-0.419,-4.672,-3.273,0.772,-2.329,2.335,-0.836
ATL,-6.211,K.Cousins,0.0,-0.002,-6.546,-5.661,-0.811,-0.012,5.695,-0.089
HOU,-7.403,C.Stroud,0.0,0.047,-6.283,-7.846,0.172,-2.982,4.05,0.583
DET,-7.881,J.Goff,0.643,0.375,-8.334,-7.163,0.491,-2.781,6.406,0.167
NYG,-8.096,J.Dart,0.0,0.098,-8.846,-7.152,0.671,-6.016,3.453,0.052
NYJ,-8.251,B.Cook,0.0,0.506,-10.808,-5.991,0.387,-2.2,8.341,-0.773
JAX,-11.235,T.Lawrence,0.83,0.051,-13.923,-8.732,0.448,-4.573,8.254,-1.504
