Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,6.807,J.Allen,0.854,-0.233,7.922,5.662,-1.382,5.128,-3.046,1.149
NO,6.118,S.Rattler,0.0,-3.047,4.949,6.661,2.009,-0.577,-3.241,0.489
KC,5.59,P.Mahomes,0.952,0.262,7.961,3.597,2.818,12.598,7.116,0.076
BAL,5.534,L.Jackson,0.962,0.249,6.412,4.623,-0.622,5.974,0.635,1.859
CAR,4.415,B.Young,0.0,-1.031,4.606,4.058,-0.553,3.358,-3.525,-1.479
LA,4.156,M.Stafford,0.381,0.38,6.633,2.156,0.581,4.566,-2.365,-0.728
TB,4.017,B.Mayfield,0.0,-1.201,4.714,3.313,1.285,5.846,2.912,0.638
CLE,3.992,J.Flacco,0.0,-1.583,3.688,4.013,-1.605,6.916,2.416,0.99
SF,3.056,B.Purdy,0.0,-2.158,2.125,3.578,-0.393,1.348,-2.837,-0.884
ARI,2.877,K.Murray,0.96,0.169,5.316,0.968,-2.363,5.736,-0.042,1.678
DAL,2.188,D.Prescott,0.626,1.176,1.225,2.776,-0.891,4.119,2.266,0.008
GB,1.88,J.Love,0.0,-3.458,2.436,1.384,-0.407,5.909,2.761,-0.287
LV,1.671,G.Smith,0.0,-4.719,-0.257,2.984,0.644,1.14,2.662,0.712
DEN,0.672,B.Nix,0.0,-1.022,1.172,0.276,-3.786,0.844,-2.575,0.975
LAC,-0.257,J.Herbert,0.891,0.077,1.383,-1.431,0.617,6.189,2.761,-2.651
SEA,-0.611,S.Darnold,0.0,-3.291,-1.196,-0.157,0.219,1.179,3.408,0.851
MIN,-0.848,C.Wentz,0.0,-1.742,-0.509,-1.051,-0.236,6.056,4.391,-2.043
TEN,-0.913,C.Ward,0.0,-2.621,-4.75,1.91,0.1,2.378,6.194,-1.225
NE,-1.203,D.Maye,0.0,-0.96,-1.682,-0.798,-0.908,-0.97,2.057,2.084
PIT,-1.215,A.Rodgers,0.0,1.877,0.202,-2.18,1.114,-1.653,-1.084,-0.63
IND,-1.232,D.Jones,0.0,-1.84,-2.574,-0.199,-0.662,-0.909,2.345,1.194
CIN,-2.188,J.Browning,0.0,-1.349,-4.473,-0.425,-1.471,-2.17,1.305,0.397
CHI,-2.357,C.Williams,0.0,-0.535,-4.927,-0.379,0.987,-4.651,1.492,0.378
MIA,-2.704,T.Tagovailoa,0.446,-0.864,-4.765,-1.078,1.737,-4.174,2.336,0.117
WAS,-3.782,M.Mariota,0.0,1.703,-5.244,-2.536,0.303,-1.434,4.056,-0.131
PHI,-4.397,J.Hurts,0.563,0.21,-6.331,-2.778,0.189,-2.786,2.472,-1.425
NYG,-5.6,J.Dart,0.0,-0.332,-6.793,-4.459,-1.414,-1.076,4.585,0.07
ATL,-6.004,M.Penix,0.0,-2.921,-7.414,-4.685,0.929,-2.162,5.723,-0.216
HOU,-6.081,C.Stroud,0.0,-3.293,-8.578,-3.971,-1.639,1.088,8.067,-0.179
DET,-8.91,J.Goff,0.412,0.042,-9.502,-8.04,2.178,-0.218,12.139,0.091
NYJ,-11.73,J.Fields,0.0,-1.93,-15.033,-8.756,2.236,-10.503,4.747,-1.779
JAX,-12.63,T.Lawrence,0.413,-1.138,-17.461,-8.505,-0.157,-7.185,9.654,-0.556
