Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,8.815,J.Allen,0.996,0.01,10.591,7.092,-0.521,7.628,-2.603,1.438
KC,8.791,P.Mahomes,1.0,0.0,10.216,7.323,-1.288,9.691,-2.784,-0.844
PHI,8.409,J.Hurts,0.931,0.129,10.723,6.317,-1.174,7.387,-3.422,1.177
SF,7.131,M.Jones,0.0,-2.789,7.627,6.419,-0.99,6.706,-2.49,-0.2
DAL,5.882,D.Prescott,0.895,0.338,7.084,4.72,-1.387,3.778,-4.137,0.542
BAL,4.653,C.Rush,0.0,-1.958,3.239,5.447,-1.22,0.114,-5.459,-0.894
DET,3.996,J.Goff,0.983,0.043,4.818,3.203,-0.842,3.791,-0.73,1.415
MIA,3.177,T.Tagovailoa,0.81,0.595,4.224,2.261,0.896,7.525,2.478,-1.547
LA,1.559,M.Stafford,0.76,0.58,2.419,0.858,1.456,2.181,0.005,-0.94
SEA,1.265,S.Darnold,0.0,-2.529,-1.816,3.434,-0.346,-0.042,2.538,1.03
CLE,0.766,D.Gabriel,0.0,-1.861,-1.114,2.089,0.567,-7.152,-4.567,0.424
LAC,0.306,J.Herbert,1.0,0.0,1.429,-0.522,-0.788,4.891,1.424,-1.344
CIN,0.279,J.Browning,0.0,-3.705,-0.539,0.857,1.961,-2.463,-0.585,-0.248
JAX,-0.831,T.Lawrence,1.0,-0.0,-2.692,0.558,-0.247,-2.369,0.21,-0.028
WAS,-1.022,J.Daniels,0.0,-0.323,-2.411,0.035,1.458,-1.984,-0.251,-2.606
NE,-1.213,D.Maye,0.0,-1.329,-1.343,-1.059,2.171,-4.629,-2.399,-0.827
NO,-1.274,S.Rattler,0.0,-1.524,-3.211,0.192,-1.485,-4.847,-3.742,-0.809
TEN,-1.274,C.Ward,0.0,-2.377,-2.39,-0.403,0.416,-4.251,-0.11,1.398
TB,-1.97,B.Mayfield,0.447,-1.095,-2.259,-1.663,-0.477,-1.741,-1.451,-1.616
PIT,-2.272,A.Rodgers,0.0,4.064,0.627,-4.258,0.723,-0.274,0.178,-0.211
NYJ,-2.658,J.Fields,0.0,1.138,-3.199,-2.134,3.557,-5.48,1.621,0.744
LV,-2.663,G.Smith,0.0,-0.386,-3.137,-2.188,0.175,-1.843,3.593,2.107
IND,-2.838,D.Jones,0.0,0.406,-3.415,-2.281,-0.551,-5.471,-2.18,0.841
ARI,-3.23,K.Murray,0.303,1.744,-1.381,-4.409,1.69,1.152,3.65,-0.349
NYG,-3.872,J.Dart,0.0,-1.251,-6.204,-1.992,2.074,-4.101,4.659,0.437
ATL,-4.138,M.Penix,0.0,-0.391,-5.616,-2.862,-1.318,-2.888,1.578,0.004
MIN,-4.159,C.Wentz,0.0,-2.763,-7.36,-1.636,-0.157,-4.623,2.086,-0.743
GB,-4.219,J.Love,0.471,-1.415,-4.539,-3.777,-1.143,-0.531,2.739,-0.684
HOU,-6.153,C.Stroud,0.467,1.705,-4.144,-7.302,-0.645,-4.263,2.303,2.543
CAR,-6.873,B.Young,0.351,-1.283,-8.409,-5.42,-1.565,-6.704,0.762,0.441
CHI,-7.898,C.Williams,0.0,0.024,-10.316,-5.757,0.081,-0.785,10.476,0.714
DEN,-8.65,B.Nix,0.0,-1.838,-10.733,-6.712,-0.829,-2.954,5.738,-1.297
