Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,9.172,P.Mahomes,0.932,0.489,13.059,5.902,1.263,12.438,0.235,-0.18
BAL,6.542,C.Rush,0.0,-5.455,5.618,6.886,0.612,1.584,-0.772,3.032
NO,5.842,S.Rattler,0.0,-4.363,3.873,6.979,0.641,2.547,-0.105,1.194
TB,4.465,B.Mayfield,0.0,-1.711,3.913,4.644,-0.175,2.047,-3.617,-1.437
SF,4.242,M.Jones,0.0,-3.106,4.197,4.065,-1.457,1.846,-3.858,-0.163
GB,4.24,J.Love,0.0,-4.03,5.799,2.902,-0.717,5.309,-0.216,0.932
BUF,3.992,J.Allen,0.867,0.021,6.115,2.257,-3.055,6.148,-2.11,0.561
PIT,3.573,A.Rodgers,0.0,2.028,5.847,1.749,-1.34,0.965,-6.541,-0.562
LA,3.521,M.Stafford,0.0,-1.227,4.007,2.995,-0.55,4.565,-1.533,-1.625
NE,3.117,D.Maye,0.0,-2.545,2.353,3.516,0.407,0.758,-1.406,-0.099
IND,2.619,D.Jones,0.0,-2.381,0.897,3.737,-3.237,-0.441,-4.02,0.177
SEA,1.686,S.Darnold,0.0,-3.746,1.755,1.553,0.18,2.794,1.966,0.811
TEN,0.469,C.Ward,0.0,-1.754,-0.838,1.392,-0.194,3.684,3.818,-0.533
CLE,-0.082,D.Gabriel,0.0,-1.877,1.196,-1.004,-0.699,4.796,1.779,-0.566
DAL,-1.282,D.Prescott,1.0,0.0,-2.96,-0.004,0.031,4.36,6.92,-1.27
MIN,-1.421,C.Wentz,0.0,0.852,1.291,-3.313,1.163,2.037,-0.681,-2.235
LAC,-1.53,J.Herbert,0.374,-0.736,-3.058,-0.347,1.631,-0.293,2.071,-2.008
CAR,-2.572,B.Young,0.0,-0.926,-3.914,-1.472,0.5,-0.811,3.011,-0.719
DEN,-2.824,B.Nix,0.0,-0.395,-2.466,-2.944,0.427,-4.168,0.735,2.059
ARI,-2.899,K.Murray,0.924,0.435,-2.519,-3.031,-0.367,1.153,3.796,0.394
CHI,-3.529,C.Williams,0.0,-1.398,-5.067,-2.24,-1.767,-4.379,-2.334,-1.418
CIN,-3.764,J.Browning,0.0,-1.072,-7.695,-0.731,-0.761,-2.739,5.797,1.378
LV,-3.793,G.Smith,0.0,-4.76,-8.134,-0.462,1.909,-0.397,8.486,-0.893
HOU,-4.007,C.Stroud,0.0,-3.531,-7.284,-1.435,4.159,-2.906,8.49,0.635
PHI,-4.321,J.Hurts,0.0,-3.152,-9.375,-0.448,-1.951,-6.458,1.779,0.539
ATL,-4.675,M.Penix,0.0,-3.596,-5.952,-3.519,1.885,-1.57,5.416,-0.58
MIA,-5.243,T.Tagovailoa,0.0,-2.4,-9.0,-2.262,0.374,-2.656,7.85,0.962
NYG,-5.982,J.Dart,0.0,-0.238,-9.826,-2.901,0.079,-6.653,4.963,1.652
DET,-6.218,J.Goff,0.0,2.082,-4.245,-7.339,1.341,1.581,8.356,0.843
JAX,-7.297,T.Lawrence,0.0,-1.295,-9.235,-5.531,-1.403,0.577,9.114,0.323
WAS,-8.063,J.Daniels,0.0,0.575,-10.897,-5.611,-0.507,-6.286,3.459,-0.974
NYJ,-8.089,J.Fields,0.0,0.165,-10.49,-5.949,1.229,-6.458,4.738,-0.435
