Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,7.799,C.Rush,0.0,-3.347,6.665,8.234,0.948,5.03,-1.281,-0.405
KC,7.655,P.Mahomes,0.973,0.241,8.175,6.899,0.983,4.754,-2.183,0.433
MIN,6.181,C.Wentz,0.0,0.451,8.898,3.908,1.145,1.757,-6.542,1.023
DET,4.732,J.Goff,1.0,-0.0,6.176,3.451,0.154,6.208,1.176,1.045
BUF,4.45,J.Allen,1.0,0.0,6.031,3.085,-0.412,7.174,-0.318,-0.922
SF,3.437,M.Jones,0.0,-3.781,3.202,3.436,-0.128,3.685,-1.684,-1.915
DAL,3.192,D.Prescott,0.984,0.065,3.654,2.7,0.523,4.388,2.547,1.308
PIT,2.071,A.Rodgers,0.0,1.763,3.632,0.838,-0.534,0.797,-2.226,1.076
NO,1.143,S.Rattler,0.0,-2.301,0.414,1.614,-1.09,0.769,-0.276,0.514
HOU,0.67,C.Stroud,0.88,0.583,1.842,-0.211,-0.456,0.41,-1.561,0.142
LAC,0.541,J.Herbert,0.87,0.541,0.718,0.386,-0.051,-2.436,-2.642,0.471
GB,0.412,J.Love,0.739,0.919,4.768,-2.763,0.491,4.151,0.245,-0.882
WAS,0.348,J.Daniels,0.531,2.431,2.565,-1.274,-1.412,7.889,3.183,-1.025
PHI,-0.052,J.Hurts,0.989,0.033,0.193,-0.228,0.791,3.694,4.104,-0.029
TB,-0.205,B.Mayfield,0.929,-0.134,0.79,-0.916,-0.046,1.54,2.561,1.816
NYJ,-0.251,J.Fields,0.0,0.352,-1.207,0.453,0.021,-7.267,-6.124,-0.111
MIA,-0.929,T.Tagovailoa,0.658,1.535,-3.125,0.707,-0.733,-3.141,-1.357,-0.667
DEN,-1.007,B.Nix,0.528,-1.03,-2.452,0.089,-0.273,-7.255,-4.293,0.769
SEA,-1.351,S.Darnold,0.0,-1.987,-3.29,0.119,-0.857,-0.721,1.372,-0.464
CHI,-1.507,C.Williams,0.53,-0.42,-2.204,-0.928,-1.61,-4.346,-3.416,0.151
CIN,-1.771,J.Flacco,0.0,-2.832,-3.484,-0.443,0.958,3.259,6.356,-1.249
IND,-2.019,D.Jones,0.0,0.655,-2.705,-1.422,-0.961,0.24,0.719,-1.318
LA,-2.264,M.Stafford,0.91,0.293,-2.65,-1.872,1.834,0.933,4.727,-0.767
LV,-2.562,G.Smith,0.0,1.219,-3.697,-1.613,-0.273,-4.567,-0.594,0.554
JAX,-2.975,T.Lawrence,0.971,0.048,-5.559,-0.956,-0.442,-0.904,5.176,0.726
TEN,-3.014,C.Ward,0.0,-0.312,-4.399,-1.863,-1.288,-5.143,-2.529,-0.677
CLE,-3.452,D.Gabriel,0.0,0.391,-4.092,-2.818,-0.925,-8.213,-2.446,2.435
ATL,-3.792,M.Penix,0.0,-1.895,-5.699,-2.223,1.057,-2.073,3.049,-1.522
ARI,-4.019,J.Brissett,0.0,0.048,-3.162,-4.441,1.941,0.037,4.455,-0.072
NE,-4.883,D.Maye,0.0,-1.469,-7.267,-2.915,0.058,-7.146,1.071,0.814
NYG,-5.327,J.Dart,0.0,-1.337,-4.788,-5.453,0.754,-3.975,0.878,-0.675
CAR,-8.739,B.Young,0.584,-1.483,-12.345,-5.695,-0.449,-7.375,4.143,-0.538
