Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BAL,8.159,C.Rush,0.0,-3.22,7.05,8.558,1.203,3.35,-3.349,-0.62
MIN,6.737,C.Wentz,0.0,0.298,9.314,4.538,1.254,3.809,-4.875,1.14
KC,6.38,P.Mahomes,0.97,0.267,7.037,5.588,0.831,3.784,-2.138,0.445
BUF,5.1,J.Allen,1.0,0.0,6.405,3.903,-1.075,8.406,0.118,-0.751
DET,4.721,J.Goff,1.0,0.0,6.308,3.338,0.307,6.208,1.176,1.045
SF,4.72,M.Jones,0.0,-3.843,5.016,4.273,0.11,4.648,-2.784,-2.353
DAL,3.402,D.Prescott,0.982,0.072,3.343,3.276,0.299,3.886,2.542,1.68
NO,3.064,S.Rattler,0.0,-2.323,2.105,3.607,-2.109,1.472,-2.059,0.621
PIT,2.216,A.Rodgers,0.0,2.087,4.455,0.484,-0.878,0.685,-3.541,0.992
GB,0.696,J.Love,0.708,1.016,4.525,-2.111,0.992,4.149,1.066,-0.889
LAC,0.535,J.Herbert,0.87,0.541,0.834,0.292,0.083,-2.435,-2.642,0.471
PHI,0.013,J.Hurts,0.989,0.032,0.067,-0.026,0.646,3.693,4.104,-0.029
TB,-0.091,B.Mayfield,0.92,-0.16,1.371,-1.145,0.282,0.706,0.736,1.12
HOU,-0.176,C.Stroud,0.866,0.643,1.181,-1.149,-1.3,0.924,-1.36,-0.12
SEA,-0.306,S.Darnold,0.0,-1.725,-1.046,0.245,-0.567,0.085,0.284,-0.364
MIA,-0.314,T.Tagovailoa,0.738,1.284,-3.188,1.782,-0.101,-3.343,-0.985,-0.693
NYJ,-0.847,J.Fields,0.0,0.447,-1.745,-0.155,-1.03,-5.637,-4.856,-0.113
WAS,-1.152,J.Daniels,0.471,2.724,0.035,-1.954,-1.67,7.867,5.702,-0.779
CIN,-1.186,J.Browning,0.217,-0.741,-1.474,-0.919,-0.211,4.081,4.189,-1.227
IND,-1.718,D.Jones,0.0,0.564,-2.15,-1.32,-0.617,-1.42,-0.808,-0.917
DEN,-1.724,B.Nix,0.468,-1.218,-2.933,-0.762,0.511,-8.445,-4.394,0.706
LV,-1.923,G.Smith,0.0,1.114,-3.128,-0.954,0.251,-4.963,-0.883,0.786
LA,-2.558,M.Stafford,0.899,0.343,-2.328,-2.597,1.378,1.883,4.808,-0.962
CLE,-2.576,D.Gabriel,0.0,0.259,-2.443,-2.545,-1.418,-7.374,-3.714,2.372
TEN,-3.055,C.Ward,0.0,-0.322,-4.578,-1.801,-1.484,-5.153,-2.529,-0.677
CHI,-3.231,C.Williams,0.47,-1.227,-5.139,-1.689,-0.422,-7.624,-2.74,0.085
JAX,-3.383,T.Lawrence,0.967,0.05,-6.26,-1.131,0.272,-2.616,4.333,0.257
ATL,-3.745,M.Penix,0.0,-1.681,-6.141,-1.824,1.25,-4.181,2.345,-0.73
ARI,-5.488,K.Murray,0.757,0.865,-4.634,-5.834,1.169,-0.188,5.241,0.175
NE,-5.611,D.Maye,0.0,-1.453,-7.394,-4.042,0.924,-7.292,1.855,0.861
NYG,-6.346,J.Dart,0.0,-1.131,-6.837,-5.676,0.834,-5.364,1.373,-0.919
CAR,-7.175,B.Young,0.658,-1.274,-9.936,-4.82,0.071,-6.808,2.709,-0.522
