Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
KC,8.218,P.Mahomes,1.0,-0.952,9.76,6.694,0.783,10.735,-0.496,-1.915
CIN,7.814,J.Burrow,0.99,-0.952,8.77,6.734,1.936,4.693,-2.155,0.427
BUF,7.249,J.Allen,0.994,-0.952,8.293,6.133,0.074,5.27,-1.307,1.696
PHI,6.514,J.Hurts,0.882,-0.952,8.212,4.961,-0.777,7.389,-2.243,-0.252
SF,6.466,B.Purdy,0.398,-0.952,7.125,5.669,-0.935,4.498,-2.767,0.66
DAL,4.675,D.Prescott,0.814,-0.952,4.329,4.694,-0.683,2.316,-2.597,0.321
BAL,2.022,L.Jackson,0.539,-0.952,1.858,2.04,1.028,-0.882,-0.182,1.678
MIA,1.348,T.Tagovailoa,0.653,-0.952,0.377,1.984,0.717,0.11,-0.245,-0.508
NO,0.789,S.Rattler,0.0,-0.952,-0.96,2.017,-0.052,-3.412,-3.172,-0.638
CLE,0.582,J.Flacco,0.0,-0.952,-0.421,1.28,0.749,-0.904,-0.182,-0.639
NE,0.156,D.Maye,0.0,-0.952,0.107,0.183,0.328,-1.305,-1.715,-0.299
LAC,-0.468,J.Herbert,1.0,-0.952,-0.529,-0.401,-0.681,1.276,1.293,0.101
SEA,-0.531,S.Darnold,0.0,-0.952,-2.567,0.97,-0.451,-0.958,2.895,1.618
DET,-0.629,J.Goff,0.969,-0.952,-1.312,-0.103,-1.31,3.083,4.118,0.94
PIT,-0.646,A.Rodgers,0.0,-0.952,-0.789,-0.51,1.605,0.459,1.264,-1.523
GB,-0.776,J.Love,0.009,-0.952,-2.013,0.159,-0.785,0.412,1.952,0.181
LV,-1.389,G.Smith,0.0,-0.952,-0.617,-1.879,0.336,0.198,3.06,1.875
JAX,-1.425,T.Lawrence,1.0,-0.952,-2.989,-0.221,-0.417,1.084,3.544,-0.128
TEN,-1.431,C.Ward,0.0,-0.952,-2.533,-0.562,0.017,-1.744,0.805,0.01
TB,-1.513,B.Mayfield,0.0,-0.952,-3.5,0.0,0.625,-2.089,0.441,-1.667
WAS,-1.592,J.Daniels,0.0,-0.952,-2.975,-0.512,-0.1,-3.858,-1.416,-0.506
CAR,-2.191,B.Young,0.0,-0.952,-1.972,-2.241,-0.947,-2.625,-0.473,1.065
LA,-3.174,M.Stafford,0.56,-0.952,-4.542,-2.026,0.256,-3.406,1.128,-0.268
NYJ,-3.882,J.Fields,0.0,-0.952,-5.721,-2.358,0.72,-6.28,0.139,-0.108
MIN,-4.16,J.McCarthy,0.0,-0.952,-5.003,-3.342,-1.313,-0.466,2.868,-0.975
IND,-4.426,D.Jones,0.0,-0.952,-5.547,-3.395,-1.015,-6.247,-1.53,0.146
NYG,-4.597,R.Wilson,0.0,-0.952,-5.064,-4.03,0.258,-1.03,4.384,-0.466
DEN,-4.794,B.Nix,0.0,-0.952,-5.025,-4.39,0.556,-5.19,-1.593,-1.844
ATL,-5.362,M.Penix,0.0,-0.952,-6.694,-4.132,-0.369,-0.896,5.662,0.22
ARI,-6.164,K.Murray,0.568,-0.952,-7.579,-4.833,0.136,-5.007,1.366,-1.348
CHI,-7.563,C.Williams,0.0,-0.952,-9.315,-5.92,-0.136,-2.382,7.236,0.409
HOU,-10.049,C.Stroud,0.0,-0.952,-10.881,-8.948,-0.262,-9.318,3.407,1.938
