Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game,Rank,MP_Rating,Rating_Last,Rank_Last,Change,QB used,Diff,Abs_Diff
BAL,10.184,L.Jackson,0.993,0.036,12.916,7.701,-0.09,11.292,-1.547,0.472,5,4.35,3.3,9,4,Jackson,5.834,5.834
DET,6.942,J.Goff,1.0,-0.0,7.457,6.225,0.944,7.553,1.181,0.201,8,3.74,4.04,7,-1,Goff,3.202,3.202
GB,6.028,J.Love,0.905,0.441,8.728,3.774,1.723,6.754,-1.85,-1.716,9,3.57,4.02,8,-1,Love,2.4579999999999997,2.4579999999999997
PHI,5.974,J.Hurts,0.89,0.383,10.245,2.585,-0.035,5.751,-4.549,-0.003,3,5.49,4.41,4,1,Hurts,0.484,0.484
BUF,4.467,J.Allen,0.961,0.22,7.086,2.349,1.028,9.736,2.502,-0.752,4,4.98,5.09,3,-1,Allen,-0.5130000000000008,0.5130000000000008
LAC,4.216,J.Herbert,0.971,0.106,6.348,2.464,-1.28,4.412,-3.171,-0.157,15,0.79,-0.33,17,2,Herbert,3.426,3.426
KC,2.182,P.Mahomes,0.955,0.253,3.013,1.472,2.944,2.803,2.654,0.65,18,-0.19,4.31,6,-12,Minshew,2.372,2.372
TB,2.175,B.Mayfield,1.0,0.0,2.882,1.556,-0.417,6.658,1.63,-1.612,22,-1.55,-1.43,22,0,Mayfield,3.7249999999999996,3.7249999999999996
LA,1.945,M.Stafford,0.946,0.036,2.533,1.423,0.012,2.14,-1.765,-1.482,2,9.47,9.27,2,0,Stafford,-7.525,7.525
WAS,1.802,M.Mariota,0.068,-1.232,1.368,2.028,0.168,2.521,2.21,1.018,24,-2.85,-3.58,24,0,Mariota,4.652,4.652
DEN,1.779,B.Nix,0.898,0.134,1.482,1.907,-1.23,1.392,-2.233,-1.014,10,3.43,3.24,10,0,Nix,-1.6510000000000002,1.6510000000000002
ARI,1.352,K.Murray,0.952,0.176,2.295,0.603,-2.795,3.36,-0.695,0.733,26,-5.03,-4.87,27,1,Brissett,6.382000000000001,6.382000000000001
SEA,1.183,S.Darnold,0.298,-0.175,0.528,1.599,0.94,-1.199,0.619,1.501,1,9.53,9.76,1,0,Darnold,-8.347,8.347
SF,1.013,M.Jones,0.148,-3.643,0.465,1.359,-0.003,2.166,-1.538,-3.149,6,3.99,4.4,5,-1,Purdy,-2.9770000000000003,2.9770000000000003
ATL,0.731,M.Penix,0.433,0.339,-0.161,1.341,-0.66,2.606,1.082,-1.128,21,-1.47,-1.59,23,2,Cousins,2.201,2.201
MIN,0.716,C.Wentz,0.0,-0.657,0.955,0.507,-0.434,-2.491,-3.389,0.812,17,-0.1,-1.03,19,2,McCarthy,0.816,0.816
HOU,0.713,C.Stroud,0.945,0.202,1.904,-0.185,0.609,-2.542,-1.671,2.132,11,2.43,2.15,12,1,Stroud,-1.717,1.717
IND,0.179,D.Jones,0.3,0.78,0.494,-0.058,-1.97,2.551,0.226,-0.136,16,0.76,-1.09,20,4,Rivers,-0.581,0.581
JAX,-0.493,T.Lawrence,0.667,0.804,-1.23,0.065,-2.894,2.7,1.445,-0.057,7,3.82,2.83,11,4,Lawrence,-4.313,4.313
CIN,-0.544,J.Browning,0.204,-0.988,-1.616,0.26,-1.972,1.803,2.901,1.156,23,-2.52,-1.28,21,-2,Burrow,1.976,1.976
DAL,-1.454,D.Prescott,0.641,1.62,-1.21,-1.558,0.903,2.758,5.369,0.582,19,-0.41,-0.03,15,-4,Prescott,-1.044,1.044
PIT,-1.663,A.Rodgers,0.283,0.217,-1.014,-2.051,0.497,-0.786,3.105,2.388,12,1.6,0.98,13,1,Rodgers,-3.263,3.263
NYJ,-2.484,T.Taylor,0.0,1.132,-4.129,-1.169,0.404,0.012,3.777,-0.775,27,-5.51,-4.83,26,-1,Cook,3.026,3.026
MIA,-2.896,T.Tagovailoa,0.794,0.941,-5.021,-1.214,-1.844,0.123,4.046,0.545,20,-1.2,-0.46,18,-2,Tagovailoa,-1.696,1.696
LV,-3.288,G.Smith,0.299,1.22,-4.479,-2.262,-0.064,-4.606,0.587,0.792,32,-7.86,-6.61,30,-2,Smith,4.572000000000001,4.572000000000001
NE,-4.898,D.Maye,0.675,0.208,-7.19,-2.995,-1.858,-0.305,5.411,-0.019,14,0.97,0.82,14,0,Maye,-5.867999999999999,5.867999999999999
NO,-5.025,S.Rattler,0.57,-1.563,-8.204,-2.475,0.416,-3.533,4.164,-0.827,29,-6.16,-6.61,31,2,Shough,1.1349999999999998,1.1349999999999998
CHI,-5.34,C.Williams,0.895,-0.05,-6.32,-4.365,2.421,-5.473,2.892,-0.076,13,1.34,-0.14,16,3,Williams,-6.68,6.68
CLE,-5.459,J.Flacco,0.341,0.666,-7.448,-3.749,2.542,-8.389,0.181,-1.437,30,-7.17,-6.02,29,-1,Sanders,1.7110000000000003,1.7110000000000003
NYG,-5.916,R.Wilson,0.299,0.556,-6.653,-5.088,0.461,-2.699,5.229,0.584,28,-5.66,-5.51,28,0,Dart,-0.2560000000000002,0.2560000000000002
TEN,-7.517,C.Ward,0.297,-1.132,-9.513,-5.699,0.741,-9.048,2.139,0.863,31,-7.65,-8.41,32,1,Ward,0.133,0.133
CAR,-11.575,B.Young,0.846,-0.297,-13.359,-9.709,-0.104,-5.156,8.025,-0.199,25,-4.91,-4.78,25,0,Young,-6.664999999999999,6.664999999999999
