Team,Power Rating,Projected QB,Starter Weight %,QB Adj (Pts),EPA Rating,SR Rating (Pts),Strength of Schedule,Offensive EPA/Game,Defensive EPA/Game,Special Teams EPA/Game
BUF,9.313,J.Allen,0.966,-0.008,9.198,8.934,-1.047,6.647,-3.271,0.407
KC,8.11,P.Mahomes,0.991,0.042,8.301,7.569,0.527,9.621,2.693,1.175
LA,6.394,M.Stafford,0.875,0.35,8.271,4.718,1.349,3.348,-4.243,0.044
DAL,4.946,D.Prescott,0.858,0.558,5.045,4.628,-1.413,4.694,-1.895,-0.202
TB,4.197,B.Mayfield,0.0,-1.647,4.248,3.953,-1.501,5.295,-0.487,-0.513
SF,3.27,B.Purdy,0.0,-3.186,2.474,3.685,1.57,0.194,-1.286,-0.312
GB,3.128,J.Love,0.045,-4.42,3.18,2.935,0.406,4.155,-0.42,-1.73
IND,2.565,D.Jones,0.0,-0.715,3.523,1.744,-0.983,2.776,0.158,1.792
BAL,2.039,L.Jackson,0.639,1.735,1.675,2.203,0.947,2.385,3.493,2.06
CIN,1.934,J.Burrow,0.9,0.5,3.035,1.041,0.433,3.073,1.293,0.941
ARI,1.794,K.Murray,0.847,0.597,3.331,0.592,1.537,3.396,1.202,-0.404
NE,1.606,D.Maye,0.0,-2.535,-0.008,2.695,-0.046,0.341,2.228,1.917
LAC,1.244,J.Herbert,0.993,0.044,0.945,1.399,-0.401,6.17,3.158,-1.456
CLE,0.616,J.Flacco,0.0,-1.486,0.378,0.758,-0.229,0.912,-1.06,-1.269
NO,0.2,S.Rattler,0.0,-1.327,-0.516,0.708,-1.19,-4.497,-4.659,0.343
TEN,0.07,C.Ward,0.0,-4.128,-2.558,1.969,-0.393,-1.517,0.309,-0.415
MIA,0.063,T.Tagovailoa,0.683,-0.048,-0.726,0.632,-1.628,-0.992,-2.539,-0.901
SEA,-0.118,S.Darnold,0.0,-3.446,-0.483,0.153,0.444,-1.004,1.016,1.15
LV,-0.219,G.Smith,0.0,-2.431,-2.426,1.391,0.368,-1.504,2.229,0.92
MIN,-1.768,J.McCarthy,0.0,-3.263,-0.661,-2.482,0.271,0.225,-0.117,-0.989
PHI,-1.982,J.Hurts,0.793,0.137,-2.131,-1.776,-1.708,2.444,2.464,-0.689
DEN,-2.702,B.Nix,0.0,-2.138,-4.684,-1.133,-0.635,-2.089,1.452,-0.401
PIT,-3.047,A.Rodgers,0.0,4.487,0.923,-5.771,1.714,0.069,1.606,0.082
CAR,-3.388,B.Young,0.0,-0.216,-6.826,-0.731,-0.506,-4.314,0.601,-1.282
WAS,-3.705,J.Daniels,0.0,-0.694,-6.716,-1.341,-0.043,-2.92,3.939,-0.234
CHI,-3.884,C.Williams,0.0,0.045,-4.678,-3.117,0.789,-2.465,2.748,-0.311
HOU,-7.257,C.Stroud,0.0,-0.163,-6.41,-7.511,0.154,-2.491,4.848,0.778
DET,-7.26,J.Goff,0.681,0.008,-7.317,-6.858,0.723,-2.258,6.064,0.135
NYG,-7.524,R.Wilson,0.0,4.016,-6.322,-8.022,-0.21,-2.944,3.389,0.206
ATL,-8.387,M.Penix,0.0,-2.507,-10.52,-6.427,-0.979,-3.788,6.318,0.446
NYJ,-8.559,J.Fields,0.0,-0.074,-11.487,-6.015,0.576,-4.092,7.77,-0.283
JAX,-9.747,T.Lawrence,0.859,0.153,-11.934,-7.68,0.472,-3.998,6.887,-1.466
